building_address,tenant_name,occupancy_status,availability_status,retail_type,retail_sub_type,retailer_footprint,retail_price_point,retailer_heritage,retailer_value,retailer_occurence,location_quality,premise_quality,quality_ranking,class_mix,corner_store,percent_of_bldg_retail,premise_type,basement_sf,ground_fl_sf,mezzazine,upper_fl_sf,step_up_or_down,number_of_retail_stories,street_frontage,approx_retail_sf,street_frontage_ratio,ceiling,contains_retail,submarket,total_number_of_retail_space,total_retail_space,zip_code,xcord,ycord,building_status,borocode,borough,bbl,block,lot,frequency_of_demand,location_appearance,walkability_score,viability_score,demographic,zip_code_from,zip_code_to,submarket_health_index,gentrifcation_score,footfall_index,block_appeal,target_shopper_profile,stability_index,growth_index,retailer_viability,venting,social_media,total_bldg_front,active,mailer_building_number,mailer_street,mailer_street_type,mailer_city,mailer_state,mailer_zip_code,*location_quality_Grade(Numeric),*premise_quality-grade(Numeric),listing_brokerage,listing_broker_name,listing_broker_email,listing_broker_number,tenant_contact_name,tenant_contact_phone_number,tenant_contact_email,tenant_contact_address,owner_contact_name,owner_contact_phone_number,owner_contact_email,owner_contact_address,unique_id_addedem,unique_id_complete,corridor,lattitude,longitude,venting,previous_tenant,notes
605 Hudson Street,La Ripaille,Occupied,Unavailable,Restaurant & Bar,Restaurant,Local Chain / Independant,$$$,European,,,2 - Average,3 - High Quality,5,Average,No,50 ,Street Frontage,0,991.5,0,0,Step up,1,15,991.5,66.1,Standard,Yes,West Village,2,991.5,10014,982584,207884,Existing,1,Manhattan,1-624-17,624,17,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,3,,,,,,,,,,,,,1,1-624-17-1,,,,,,
605 Hudson Street,Yoya,Occupied,Unavailable,Apparel,Clothing,Local Chain / Independant,$$,African,,,2 - Average,3 - High Quality,5,Average,No,50 ,Street Frontage,0,991.5,0,0,Step up,1,15,991.5,66.1,Standard,Yes,West Village,2,991.5,10014,982584,207884,Existing,1,Manhattan,1-624-17,624,17,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,3,,,,,,,,,,,,,2,1-624-17-2,,,,,,
597 Hudson Street,Bus Stop Cafe,Occupied,Unavailable,Restaurant & Bar,Cafe,Local Chain / Independant,$$,North American,,,2 - Average,3 - High Quality,5,Average,Yes,75 ,Street Frontage,0,825,0,0,Step up,1,45,825,18.3333333333333,Standard,Yes,West Village,2,825,10014,982570,207793,Existing,1,Manhattan,1-624-21,624,21,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,3,,,,,,,,,,,,,2,1-624-21-2,,,,,,
302 West 4 Street,Hamiltons,Occupied,Unavailable,Restaurant & Bar,Restaurant,Local Chain / Independant,$$,North American,,,2 - Average,3 - High Quality,5,Average,No,60 ,Street Frontage,0,1500,0,0,Step up,1,30,1500,50,High,Yes,West Village,2,1500,10014,983167,207780,Existing,1,Manhattan,1-624-53,624,53,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,3,,,,,,,,,,,,,2,1-624-53-2,,,,,,
611 Hudson Street,Bar Bolonat,Occupied,Unavailable,Restaurant & Bar,"Bar, Lounge, Club",Local Chain / Independant,$$,European,,,2 - Average,3 - High Quality,5,Average,Yes,100 ,Street Frontage,0,300,0,0,,1,60,300,5,Standard,Yes,West Village,1,300,10014,982621,208034,Existing,1,Manhattan,1-625-15,625,15,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,3,,,,,,,,,,,,,1,1-625-15-1,,,,,,
13 8 Avenue,Vacant,Vacant,Unavailable,,,,,,,,2 - Average,3 - High Quality,5,Average,No,100 ,Street Frontage,0,299,0,0,Step up,1,15,299,19.9333333333333,Standard,Yes,West Village,1,299,10014,982900,208042,Existing,1,Manhattan,1-625-43,625,43,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,3,,,,,,,,,,,,,1,1-625-43-1,,,,,,
24 8 Avenue,Kawa Sushi,Occupied,Unavailable,Restaurant & Bar,Restaurant,Local Chain / Independant,$$,Asian,,,2 - Average,3 - High Quality,5,Average,No,50 ,Street Frontage,0,973.5,0,0,,1,21,973.5,46.3571428571429,Standard,Yes,West Village,2,973.5,10014,983035,208045,Existing,1,Manhattan,1-625-52,625,52,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,3,,,,,,,,,,,,,2,1-625-52-2,,,,,,
38 8 Avenue,Dell'Anima,Occupied,Unavailable,Restaurant & Bar,Restaurant,Local Chain / Independant,$$$,European,,,2 - Average,3 - High Quality,5,Average,No,100 ,Street Frontage,0,500,0,0,Step up,1,15,500,33.3333333333333,Standard,Yes,West Village,1,500,10014,983130,208143,Existing,1,Manhattan,1-625-58,625,58,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,3,,,,,,,,,,,,,1,1-625-58-1,,,,,,
283 West 12 Street,Blenheim,Occupied,Unavailable,Restaurant & Bar,Restaurant,Local Chain / Independant,$$,European,,,2 - Average,3 - High Quality,5,Average,Yes,100 ,Street Frontage,0,700,0,0,,1,15,700,46.6666666666667,Standard,Yes,West Village,1,700,10014,983139,208046,Existing,1,Manhattan,1-625-62,625,62,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,3,,,,,,,,,,,,,1,1-625-62-1,,,,,,
621 Hudson Street,Piccolo Angolo,Occupied,Unavailable,Restaurant & Bar,Restaurant,Local Chain / Independant,$$,European,,,2 - Average,3 - High Quality,5,Average,No,100 ,Street Frontage,0,400,0,0,Step up,1,24,400,16.6666666666667,Standard,Yes,West Village,1,400,10014,982624,208169,Existing,1,Manhattan,1-625-9,625,9,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,3,,,,,,,,,,,,,1,1-625-9-1,,,,,,
645 Hudson Street,Feast on Us,Occupied,Unavailable,Restaurant & Bar,Restaurant,Local Chain / Independant,$$,North American,,,2 - Average,3 - High Quality,5,Average,No,100 ,Street Frontage,0,500,0,0,Step up,1,15,500,33.3333333333333,Standard,Yes,West Village,1,500,10014,982668,208572,Existing,1,Manhattan,1-627-11,627,11,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,3,,,,,,,,,,,,,1,1-627-11-1,,,,,,
643 Hudson Street,Fatty Crab,Occupied,Unavailable,Restaurant & Bar,Restaurant,Local Chain / Independant,$$$,North American,,,2 - Average,3 - High Quality,5,Average,No,100 ,Street Frontage,0,500,0,0,,1,15,500,33.3333333333333,Standard,Yes,West Village,1,500,10014,982667,208549,Existing,1,Manhattan,1-627-12,627,12,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,3,,,,,,,,,,,,,1,1-627-12-1,,,,,,
641 Hudson Street,A Restaurant by Chef Guenter Seeger ,Occupied,Unavailable,Restaurant & Bar,,,,,,,2 - Average,3 - High Quality,5,Average,No,100 ,Street Frontage,0,3650,0,0,,1,30,3650,121.666666666667,Standard,Yes,West Village,1,3650,10014,982640,208523,Existing,1,Manhattan,1-627-13,627,13,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,3,,,,,,,,,,,,,1,1-627-13-1,,,,,,
639 Hudson Street,Vacant,Vacant,Available,,,,,,,,2 - Average,3 - High Quality,5,Average,No,100 ,Street Frontage,0,1510,0,0,,1,21,1510,71.9047619047619,Standard,Yes,West Village,1,1510,10014,982661,208499,Existing,1,Manhattan,1-627-14,627,14,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,3,,,,,,,,,,,,,1,1-627-14-1,,,,,,
637 Hudson Street,High Street on Hudson,Occupied,Unavailable,Restaurant & Bar,Restaurant,Local Chain / Independant,$$,North American,,,2 - Average,3 - High Quality,5,Average,Yes,100 ,Street Frontage,0,1671,0,0,,1,30,1671,55.7,Standard,Yes,West Village,1,1671,10014,982659,208469,Existing,1,Manhattan,1-627-7501,627,7501,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,3,,,,,,,,,,,,,1,1-627-7501-1,,,,,,
59 Horatio Street,Christian Louboutin,Occupied,Unavailable,Apparel,Shoes,International Presence,$$$$,North American,Designer,,2 - Average,3 - High Quality,5,Average,Yes,100 ,Street Frontage,0,1243,0,0,,1,30,1243,41.4333333333333,Standard,Yes,West Village,1,1243,10014,982500,208477,Existing,1,Manhattan,1-627-7503,627,7503,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,3,,,,,,,,,,,,,1,1-627-7503-1,,,,,,
73 8 Avenue,Think Coffee,Occupied,Unavailable,Restaurant & Bar,Cafe,Regional Presence,$$$,North American,Hip,,2 - Average,3 - High Quality,5,Average,No,100 ,Street Frontage,0,2600,0,0,,1,30,2600,86.6666666666667,Standard,Yes,West Village,1,2600,10014,983397,208713,Existing,1,Manhattan,1-629-38,629,38,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,3,,,,,,,,,,,,,1,1-629-38-1,,,,,,
71 8 Avenue,Shoegasm,Occupied,Unavailable,Apparel,Shoes,Local Chain / Independant,$$,North American,,,2 - Average,3 - High Quality,5,Average,No,100 ,Street Frontage,0,2400,0,0,Step up,1,30,2400,80,Standard,Yes,West Village,1,2400,10014,983385,208690,Existing,1,Manhattan,1-629-39,629,39,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,3,,,,,,,,,,,,,1,1-629-39-1,,,,,,
69 8 Avenue A,Cadet,Occupied,Unavailable,Apparel,Clothing,Local Chain / Independant,$$$,North American,Men's,,2 - Average,3 - High Quality,5,Average,No,50 ,Street Frontage,0,1000,0,0,Step up,1,12,1000,83.3333333333333,Standard,Yes,West Village,2,1000,10014,983373,208668,Existing,1,Manhattan,1-629-40,629,40,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,3,,,,,,,,,,,,,1,1-629-40-1,,,,,,
69 8 Avenue B,Tiziano Zorzan,Occupied,Unavailable,Apparel,Clothing,International Presence,$$$$,European,,,2 - Average,3 - High Quality,5,Average,No,50 ,Street Frontage,0,1000,0,0,Step up,1,18,1000,55.5555555555556,Standard,Yes,West Village,2,1000,10014,983373,208668,Existing,1,Manhattan,1-629-40,629,40,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,3,,,,,,,,,,,,,2,1-629-40-2,,,,,,
67 8 Avenue A,Soapology,Occupied,Unavailable,Health and Personal Care,Cosmetics & Beauty Supply,Local Chain / Independant,$$,North American,,,2 - Average,3 - High Quality,5,Average,No,50 ,Street Frontage,0,1000,0,0,Step up,1,18,1000,55.5555555555556,Standard,Yes,West Village,2,1000,10014,983360,208645,Existing,1,Manhattan,1-629-41,629,41,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,3,,,,,,,,,,,,,1,1-629-41-1,,,,,,
67 8 Avenue B,Caserta Eye,Occupied,Unavailable,Health and Personal Care,Optical,Local Chain / Independant,$$$,North American,,,2 - Average,3 - High Quality,5,Average,No,50 ,Street Frontage,0,1000,0,0,Step up,1,12,1000,83.3333333333333,Standard,Yes,West Village,2,1000,10014,983360,208645,Existing,1,Manhattan,1-629-41,629,41,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,3,,,,,,,,,,,,,2,1-629-41-2,,,,,,
317 West 13 Street,Vacant,Vacant,Available,Blank,,,,,,,2 - Average,3 - High Quality,5,Average,No,100 ,Street Frontage,0,2000,0,0,,1,24,2000,83.3333333333333,Standard,Yes,West Village,1,2000,10014,983199,208748,Existing,1,Manhattan,1-629-50,629,50,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,3,,,,,,,,,,,,,1,1-629-50-1,,,,,,
350 West 14 Street B,Strawberry Deli,Occupied,Unavailable,Grocery,"Deli, Convenience Store",Local Chain / Independant,$$,North American,,,2 - Average,3 - High Quality,5,Average,No,30 ,Street Frontage,0,3117.3,0,0,,1,15,3117.3,207.82,Standard,Yes,West Village,4,3117.3,10014,982889,209044,Existing,1,Manhattan,1-629-7502,629,7502,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,3,,,,,,,,,,,,,1,1-629-7502-1,,,,,,
678 Hudson Street,Papyrus,Occupied,Unavailable,"Office Supplies, Postal Supplies, and Services",Office Supplies,International Presence,$$$,North American,,,2 - Average,3 - High Quality,5,Average,No,20 ,Street Frontage,0,2078.2,0,0,,1,15,2078.2,138.546666666667,Standard,Yes,West Village,4,2078.2,10014,982889,209044,Existing,1,Manhattan,1-629-7502,629,7502,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,3,,,,,,,,,,,,,2,1-629-7502-2,,,,,,
350 West 14 Street A,Vacant,Vacant,Unavailable,,,,,,,,2 - Average,3 - High Quality,5,Average,No,10 ,Street Frontage,0,1039.1,0,0,,1,15,1039.1,69.2733333333333,Standard,Yes,West Village,4,1039.1,10014,982889,209044,Existing,1,Manhattan,1-629-7502,629,7502,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,3,,,,,,,,,,,,,3,1-629-7502-3,,,,,,
342 West 14 Street,Keratin Bar Salon,Occupied,Unavailable,Personal Services,"Hair Studio, Barber",Local Chain / Independant,$$,North American,,,2 - Average,3 - High Quality,5,Average,No,50 ,Interior,0,1174.5,0,0,,1,,1151,,Standard,Yes,West Village,2,1174.5,10014,982934,208896,Existing,1,Manhattan,1-629-7503,629,7503,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,3,,,,,,,,,,,,,1,1-629-7503-1,,,,,,
711 Greenwich Street,Stephen Weiss Studio,Occupied,Unavailable,Gallery,Art,Local Chain / Independant,$$,North American,,,2 - Average,3 - High Quality,5,Average,No,100 ,Street Frontage,0,9599,0,0,,1,30,9599,319.966666666667,Standard,Yes,West Village,1,9599,10014,982331,206747,Existing,1,Manhattan,1-631-37,631,37,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,3,,,,,,,,,,,,,1,1-631-37-1,,,,,,
140 Charles Street B,Casa La Femme,Occupied,Unavailable,Restaurant & Bar,Restaurant,Local Chain / Independant,$$$,African,,,2 - Average,3 - High Quality,5,Average,No,33 ,Street Frontage,0,3445.86,0,0,,1,30,3445.86,114.862,Standard,Yes,West Village,3,3445.86,10014,981996,206669,Existing,1,Manhattan,1-631-7502,631,7502,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,3,,,,,,,,,,,,,3,1-631-7502-3,,,,,,
725 Washington Street,Bennett Media Stuudo,Occupied,Unavailable,Other Services,Other Services,Local Chain / Independant,$$,North American,,,2 - Average,3 - High Quality,5,Average,No,100 ,Street Frontage,0,1500,0,0,,1,15,1500,100,Standard,Yes,West Village,1,1500,10014,982016,207371,Existing,1,Manhattan,1-634-2,634,2,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,3,,,,,,,,,,,,,1,1-634-2-1,,,,,,
575 Hudson Street,Dublin 6,Occupied,Unavailable,Restaurant & Bar,Restaurant,Local Chain / Independant,$$$,European,,,2 - Average,3 - High Quality,5,Average,No,100 ,Street Frontage,0,1100,0,0,,1,50,1100,22,Standard,Yes,West Village,1,1100,10014,982530,207473,Existing,1,Manhattan,1-634-63,634,63,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,3,,,,,,,,,,,,,1,1-634-63-1,,,,,,
571 Hudson Street,Teich,Occupied,Unavailable,"Toys, Hobbies",Toys,National Presence,$$$,North American,Hip,,2 - Average,3 - High Quality,5,Average,No,100 ,Street Frontage,0,3097,0,0,,1,75,3097,41.2933333333333,Standard,Yes,West Village,1,3097,10014,982524,207427,Existing,1,Manhattan,1-634-65,634,65,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,3,,,,,,,,,,,,,1,1-634-65-1,,,,,,
753 Washington Street,Malaparte ,Occupied,Unavailable,Restaurant & Bar,Restaurant,Local Chain / Independant,$$,European,,,2 - Average,3 - High Quality,5,Average,Yes,100 ,Street Frontage,0,1000,0,0,,1,25,1000,40,Standard,Yes,West Village,1,1000,10014,982021,207739,Existing,1,Manhattan,1-635-11,635,11,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,3,,,,,,,,,,,,,1,1-635-11-1,,,,,,
391 West Street,Waterfront Bicycle Shop,Occupied,Unavailable,Sporting Goods,Bikes,Local Chain / Independant,$$,North American,,,2 - Average,3 - High Quality,5,Average,No,100 ,Street Frontage,0,815,0,0,,1,30,815,27.1666666666667,Standard,Yes,West Village,1,815,10014,981484,206268,Existing,1,Manhattan,1-636-4,636,4,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,2,3,,,,,,,,,,,,,1,1-636-4-1,,,,,,
