building_address,tenant_name,occupancy_status,availability_status,retail_type,retail_sub_type,retailer_footprint,retail_price_point,retailer_heritage,retailer_value,retailer_occurence,location_quality,premise_quality,quality_ranking,class_mix,corner_store,percent_of_bldg_retail,premise_type,basement_sf,ground_fl_sf,mezzazine,upper_fl_sf,step_up_or_down,number_of_retail_stories,street_frontage,approx_retail_sf,street_frontage_ratio,ceiling,contains_retail,submarket,total_number_of_retail_space,total_retail_space,zip_code,xcord,ycord,building_status,borocode,borough,bbl,block,lot,frequency_of_demand,location_appearance,walkability_score,viability_score,demographic,zip_code_from,zip_code_to,submarket_health_index,gentrifcation_score,footfall_index,block_appeal,target_shopper_profile,stability_index,growth_index,retailer_viability,venting,social_media,total_bldg_front,active
1 Bleecker ,Think Coffee,Occupied,Unavailable,Grocery,"Butcher, Bakery, Seafood, Cheese, Chocolate, Tea & Coffee, Other Specialized Food","Independent local, Local Chain",$$,North American,,,3 - High Quality,2 - Average,5,Good,Yes,100 ,Street Frontage,0,1879,0,0,None,1,40,1879,46.975,Standard,Yes,East Village,1,1879,10012,986336,203568,Existing,1,Manhattan,1-529-7505,529,7505,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
328 Bowery,Kenneth Cole ( Coming Soon ),Vacant,Unavailable,Apparel,Clothing,International Chain,$$$$,North American,,,2 - Average,2 - Average,4,Average,No,,Street Frontage,1600,2500,0,0,None,,,4100,?,Standard,Yes,East Village,1,7610,10012,986332,203642,Existing,1,Manhattan,1-529-7507,529,7507,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
25 Bond Street,United Nude,Occupied,Unavailable,Apparel,Shoes,International Chain,$$$$,European,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,2774,0,0,None,1,25,2774,110.96,Standard,Yes,East Village,1,2774,10012,985965,203845,Existing,1,Manhattan,1-529-7508,529,7508,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
647 Broadway ,ZiGi Shoes ,Occupied,Unavailable,Apparel,Shoes,"Independent local, Local Chain",$$$$,North American,,,3 - High Quality,2 - Average,5,Good,No,100 ,Street Frontage,0,1800,0,0,None,1,35,1800,51.4285714285714,High,Yes,NoHo,1,1800,10012,985389,204093,Existing,1,Manhattan,1-532-23,532,23,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
645 Broadway ,Han's Deli & Grocery ,Occupied,Unavailable,Grocery,"Deli, Convenience Store","Independent local, Local Chain",$$,North American,,,3 - High Quality,2 - Average,5,Good,No,100 ,Street Frontage,0,1700,0,0,None,1,20,1700,85,Standard,Yes,NoHo,1,1700,10012,985375,204071,Existing,1,Manhattan,1-532-24,532,24,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
643 Broadway ,Bleecker Kitchen & Co,Occupied,Unavailable,Restaurant & Bar,Cafe,"Independent local, Local Chain",$$,North American,,,3 - High Quality,2 - Average,5,Good,Yes,100 ,Street Frontage,0,2250,0,0,None,1,55,2250,40.9090909090909,Standard,Yes,NoHo,1,2250,10012,985360,204047,Existing,1,Manhattan,1-532-25,532,25,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
236 Thompson ,Quantum Leap Natural Food ,Occupied,Unavailable,Restaurant & Bar,Restaurant,"Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,1737,0,0,None,1,35,1737,49.6285714285714,Standard,Yes,NoHo,1,1737,10012,984600,204929,Existing,1,Manhattan,1-537-10,537,10,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
228 Thompson ,Vacant,Vacant,Available,,,,,,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,1225,0,0,Step down,1,30,1225,40.8333333333333,Standard,Yes,NoHo,1,1225,10012,984612,204951,Existing,1,Manhattan,1-537-11,537,11,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
68 W 3rd St,Negril village,Occupied,Unavailable,Restaurant & Bar,Restaurant,"Independent local, Local Chain",$$$$,North American,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,1500,0,0,None,1,40,1500,37.5,High,Yes,NoHo,1,1500,10012,984704,204974,Existing,1,Manhattan,1-537-17,537,17,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
550 LaGuardia Place ,Subway ,Occupied,Unavailable,Restaurant & Bar,Fast Food,National Chain,$$,North American,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,1092,0,0,Step up,1,35,1092,31.2,Standard,Yes,NoHo,1,1092,10012,984707,204913,Existing,1,Manhattan,1-537-20,537,20,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
548 LaGuardia ,Tre Giovani Pizza & Pasta ,Occupied,Unavailable,Restaurant & Bar,Restaurant,"Independent local, Local Chain",$$,European,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,780,0,0,None,1,30,780,26,Standard,Yes,NoHo,1,780,10012,984696,204895,Existing,1,Manhattan,1-537-21,537,21,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
546 LaGuardia ,Marumi ,Occupied,Unavailable,Restaurant & Bar,Restaurant,"Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,800,0,0,None,1,30,800,26.6666666666667,Standard,Yes,NoHo,1,800,10012,984677,204883,Existing,1,Manhattan,1-537-22,537,22,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
540 LaGuardia ,vacant,Vacant,Available,,,,,,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,3283,0,0,None,1,40,3283,82.075,Standard,Yes,NoHo,1,3283,10012,984636,204832,Existing,1,Manhattan,1-537-25,537,25,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
534 LaGuardia ,Vacant,Vacant,Unavailable,,,,,,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,5500,0,0,None,1,90,5500,61.1111111111111,High,Yes,NoHo,1,5500,10012,984618,204792,Existing,1,Manhattan,1-537-26,537,26,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
532 LaGuardia ,Center for Architecture,Occupied,Unavailable,Other Services,Other Services,"Independent local, Local Chain",,,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,1325,0,0,None,1,35,1325,37.8571428571429,Standard,Yes,NoHo,1,1325,10012,984594,204754,Existing,1,Manhattan,1-537-29,537,29,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
528 LaGuardia ,Town,Occupied,Unavailable,Other Services,Other Services,"Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,3350,0,0,None,1,80,3350,41.875,Standard,Yes,NoHo,1,3350,10012,984574,204722,Existing,1,Manhattan,1-537-30,537,30,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
147 Bleecker St,The Bitter End ,Occupied,Unavailable,Restaurant & Bar,"Bar, Lounge, Club","Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,1750,0,0,None,1,40,1750,43.75,Standard,Yes,NoHo,1,1750,10012,984486,204657,Existing,1,Manhattan,1-537-35,537,35,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
216 Thompson ,Vacant,Vacant,Available,,,,,,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,1520,0,0,None,1,40,1520,38,Standard,Yes,NoHo,1,1520,10012,984531,204824,Existing,1,Manhattan,1-537-5,537,5,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
64 W 3rd Street,Village Stationary ,Occupied,Unavailable,General Merchandise,Department Store,"Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,Yes,100 ,Street Frontage,0,7900,0,0,None,1,110,7900,71.8181818181818,Standard,Yes,NoHo,1,7900,10012,984742,204962,Existing,1,Manhattan,1-537-7501,537,7501,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
231 Sullivan Street ,Soho Sushi ,Occupied,Unavailable,Restaurant & Bar,Restaurant,"Independent local, Local Chain",$,Asian,,,2 - Average,1- Low End,3,Average,No,100 ,Street Frontage,0,925,0,0,None,1,15,925,61.6666666666667,Standard,Yes,NoHo,1,925,10012,984429,205124,Existing,1,Manhattan,1-539-12,539,12,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
235 Sullivan Street ,Khao Thai Kitchen,Occupied,Unavailable,Restaurant & Bar,Restaurant,"Independent local, Local Chain",$$,Asian,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,600,0,0,None,1,20,600,30,Standard,Yes,NoHo,1,600,10012,984418,205152,Existing,1,Manhattan,1-539-13,539,13,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
88 West 3 Street ,Swish Shabu Shabu,Occupied,Unavailable,Restaurant & Bar,Restaurant,"Independent local, Local Chain",$$,Asian,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,1300,0,0,None,1,20,1300,65,Standard,Yes,NoHo,1,1300,10012,984465,205156,Existing,1,Manhattan,1-539-16,539,16,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
86 West 3 Street ,Il Mulino ,Occupied,Unavailable,Restaurant & Bar,Restaurant,International Chain,$$$$,European,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,1385,0,0,None,1,20,1385,69.25,Standard,Yes,NoHo,1,1385,10012,984485,205142,Existing,1,Manhattan,1-539-17,539,17,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
80 West 3 Street ,Amity Hall,Occupied,Unavailable,Restaurant & Bar,"Bar, Lounge, Club","Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,1975,0,1975,None,2,35,3950,112.857142857143,Standard,Yes,NoHo,1,3950,10012,984548,205101,Existing,1,Manhattan,1-539-20,539,20,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
78 West 3 Street ,Vacant,Vacant,Available,Blank,,,,,,,2 - Average,2 - Average,4,Average,Yes,100 ,Street Frontage,0,1895,0,0,None,1,100,1895,18.95,Standard,Yes,NoHo,1,1895,10012,984571,205087,Under Construction,1,Manhattan,1-539-21,539,21,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
211 Thompson Street ,Philip Berley Preschool of the Arts (coming soon),Occupied,Unavailable,Other Services,Other Services,"Independent local, Local Chain",$$,North American,"Children, Baby",,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,2500,0,0,None,1,15,2500,166.666666666667,Standard,Yes,NoHo,1,2500,10012,984374,204852,Existing,1,Manhattan,1-539-31,539,31,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
157 Bleecker Street,Carroll Place,Occupied,Unavailable,Restaurant & Bar,"Bar, Lounge, Club","Independent local, Local Chain",$$,European,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,5800,0,0,None,1,20,5800,290,Standard,Yes,NoHo,1,5800,10012,984329,204760,Existing,1,Manhattan,1-539-36,539,36,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
159 Bleecker Street,The Market NYC,Occupied,Unavailable,Apparel,Clothing,"Independent local, Local Chain",$$,North American,Women's,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,4250,4250,0,0,None,,,8500,?,Standard,Yes,NoHo,1,8500,10012,984298,204781,Existing,1,Manhattan,1-539-37,539,37,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
165 Bleecker Street ,Fiore's Pizza,Occupied,Unavailable,Restaurant & Bar,Take-out,"Independent local, Local Chain",$,North American,,,2 - Average,1- Low End,3,Average,No,100 ,Street Frontage,0,1200,0,0,None,1,15,1200,80,Standard,Yes,NoHo,1,1200,10012,984245,204814,Existing,1,Manhattan,1-539-40,539,40,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
167 Bleecker Street,Village Lantern ,Occupied,Unavailable,Restaurant & Bar,Restaurant,"Independent local, Local Chain",$$,European,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,1830,0,0,None,1,25,1830,73.2,Standard,Yes,NoHo,1,1830,10012,984224,204828,Existing,1,Manhattan,1-539-41,539,41,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
169 Bleecker Street ,Thunder Jackson's ,Occupied,Unavailable,Restaurant & Bar,"Bar, Lounge, Club","Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,1500,0,0,None,1,45,1500,33.3333333333333,Standard,Yes,NoHo,1,1500,10012,984203,204842,Existing,1,Manhattan,1-539-42,539,42,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
225 Sullivan Street ,V Bar ,Occupied,Unavailable,Restaurant & Bar,"Bar, Lounge, Club","Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,1850,0,0,None,1,20,1850,92.5,Standard,Yes,NoHo,1,1850,10012,984391,205066,Existing,1,Manhattan,1-539-9,539,9,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
122 MacDougal ,Macdougal St. Ale House ,Occupied,Unavailable,Restaurant & Bar,"Bar, Lounge, Club","Independent local, Local Chain",$$,North American,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,1800,0,0,0,Step down,1,25,1800,72,Standard,Yes,NoHo,1,1800,10012,984167,205180,Existing,1,Manhattan,1-540-10,540,10,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
220 Sullivan St ,Vacant ,Vacant,Available,Blank,,,,,,,2 - Average,2 - Average,4,Average,No,100 ,Street Frontage,0,600,0,0,None,1,35,600,17.1428571428571,Standard,Yes,NoHo,1,600,10012,984235,205096,Existing,1,Manhattan,1-540-28,540,28,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,
